"_time",arima010
1514754000,"-0.116124133291"
1514757600,"0.529186335196"
1514761200,"0.259171263034"
1514764800,"-2.41501274853"
1514768400,"0.045854045576"
1514772000,"-0.539826441956"
1514775600,"1.82910089449"
1514779200,"-1.58464971799"
1514782800,"-0.046850924572"
1514786400,"-0.012500779034"
1514790000,"1.191452562222"
1514793600,"2.33045314204"
1514797200,"1.238526103613"
1514800800,"-0.381398262442"
1514804400,"-0.120788320073"
1514808000,"-0.611314746747"
1514811600,"0.2478399146198"
1514815200,"-0.97027885263"
1514818800,"-0.599570277072"
1514822400,"2.65634579207"
1514826000,"2.42528215611"
1514829600,"1.4000886933"
1514833200,"-0.456504364441"
1514836800,"0.613362168162"
1514840400,"0.5262399517256"
1514844000,"1.178019531772"
1514847600,"-1.13290652276"
1514851200,"0.875556112133"
1514854800,"0.6700660725195"
1514858400,"-1.11572551637"
1514862000,"0.987541169301"
1514865600,"2.78880648522"
1514869200,"-0.8281012336"
1514872800,"0.092034314237"
1514876400,"1.324541793143"
1514880000,"0.160532671521"
1514883600,"0.6822019564845"
1514887200,"1.37162014026"
1514890800,"0.444565608284"
1514894400,"-0.020858217258"
1514898000,"1.242257769554"
1514901600,"0.450324167263"
1514905200,"0.065246927577"
1514908800,"0.525971277912"
1514912400,"1.125671204617"
1514916000,"2.20585819297"
1514919600,"-0.08362370785"
1514923200,"4.13591893808"
1514926800,"0.226132120734"
1514930400,"1.704300364983"
1514934000,"1.846465178218"
1514937600,"0.857277549612"
1514941200,"0.585543992623"
1514944800,"0.131649734485"
1514948400,"0.371270136361"
1514952000,"1.0632045745445"
1514955600,"0.270860989818"
1514959200,"1.506417524347"
1514962800,"1.995167335457"
1514966400,"1.034336143359"
1514970000,"1.1848612380095"
1514973600,"2.62530254763"
1514977200,"0.960101515623"
1514980800,"1.2548638047868"
1514984400,"-0.71598941889"
1514988000,"0.820085908589"
1514991600,"-0.6179633574"
1514995200,"1.923289459975"
1514998800,"3.01551171602"
1515002400,"2.063395971225"
1515006000,"2.062050805195"
1515009600,"0.29326875539"
1515013200,"1.572436916589"
1515016800,"0.46704084086"
1515020400,"3.03480733223"
1515024000,"1.5524238169703"
1515027600,"1.5540968257789"
1515031200,"0.863378330128"
1515034800,"2.329349818911"
1515038400,"0.792733573455"
1515042000,"1.374240951315"
1515045600,"0.41789984861"
1515049200,"2.98040986872"
1515052800,"2.82280704473"
1515056400,"0.752636900748"
1515060000,"0.983272225252"
1515063600,"1.176705566433"
1515067200,"1.925092971885"
1515070800,"3.16934771351"
1515074400,"2.93185237878"
1515078000,"2.335374146802"
1515081600,"0.30483608095"
1515085200,"2.115335533369"
1515088800,"2.692717201591"
1515092400,"0.60487300986"
1515096000,"1.676077745979"
1515099600,"3.3227223039"
1515103200,"1.8929694141045"
1515106800,"1.733015965812"
1515110400,"3.16847254941"
1515114000,"1.469506996932"
1515117600,"3.82081707173"
1515121200,"1.05761128161"
1515124800,"2.0369305479285"
1515128400,"1.448014878589"
1515132000,"0.84042717159"
1515135600,"2.380800060315"
1515139200,"1.901154174533"
1515142800,"1.890426234092"
1515146400,"2.762563524058"
1515150000,"0.19020998848"
1515153600,"3.34834386277"
1515157200,"0.52715385064"
1515160800,"2.406647082132"
1515164400,"2.2928094119816"
1515168000,"2.393360345248"
1515171600,"3.168901163514"
1515175200,"2.3473319747179"
1515178800,"0.58889735665"
1515182400,"2.917516154108"
1515186000,"3.71231881481"
1515189600,"1.730017693408"
1515193200,"4.30616530002"
1515196800,"3.233422826703"
1515200400,"3.472638917119"
1515204000,"3.89993963596"
1515207600,"1.3007423799"
1515211200,"1.999831941696"
1515214800,"2.209954136388"
1515218400,"3.49493399362"
1515222000,"0.89998840803"
1515225600,"3.64307000914"
1515229200,"3.69070597363"
1515232800,"3.181072509366"
1515236400,"3.118784351623"
1515240000,"2.6946968055342"
1515243600,"3.216303951012"
1515247200,"2.040210283337"
1515250800,"3.091915554305"
1515254400,"3.453396066392"
1515258000,"2.7686761494457"
1515261600,"3.357171969601"
1515265200,"2.042956395717"
1515268800,"2.7879118356653"
1515272400,"4.14924760878"
1515276000,"1.81145389818"
1515279600,"3.05445034109"
1515283200,"2.046564899654"
1515286800,"2.195259578337"
1515290400,"3.70171989688"
1515294000,"3.82806506621"
1515297600,"3.40806493946"
1515301200,"2.809501240873"
1515304800,"2.597549307108"
1515308400,"4.6735154859"
1515312000,"3.905238558106"
1515315600,"2.654978829109"
1515319200,"4.064268032333"
1515322800,"4.75382907416"
1515326400,"3.636069612789"
1515330000,"3.331038902045"
1515333600,"3.824868353716"
1515337200,"2.737227280471"
1515340800,"1.22375136851"
1515344400,"3.670058600707"
1515348000,"2.17786238752"
1515351600,"2.0929186942"
1515355200,"3.542265585477"
1515358800,"3.687897903359"
1515362400,"1.30761817272"
1515366000,"3.4274539435717"
1515369600,"3.293623580849"
1515373200,"3.4175206788113"
1515376800,"4.43111743953"
1515380400,"1.85619146003"
1515384000,"3.87238342175"
1515387600,"4.56845316736"
1515391200,"4.59663443811"
1515394800,"2.785340672254"
1515398400,"4.119528338838"
1515402000,"3.6789465973158"
1515405600,"4.66334926467"
1515409200,"2.77853826287"
1515412800,"4.040868073034"
1515416400,"2.848071508984"
1515420000,"4.85727396139"
